"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH342","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","% normal morphlology sperm","Morphology","Morphology",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.475,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.11084260894537,17.7777777777778,-0.111299925419237,-0.111299925419237,0.0676691729323308
"RH343","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","eosin-negrosin % viable","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.175,2.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0276392618148938,17.7777777777778,0.0276463031852846,0.0276463031852846,0.0676691729323308
"RH344","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","% progressive","Motility","Sperm performance",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47870934157275,2.53034911952218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0200553555182052,16.6666666666667,0.0200580450375129,0.0200580450375129,0.0731707317073171
"RH345","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","% normal morphlology sperm","Morphology","Morphology",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11025522591279,1.4459137825841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.182041561827317,16.6666666666667,0.184093416703123,0.184093416703123,0.0731707317073171
"RH346","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","eosin-negrosin % viable","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27912589978895,2.81436789824406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.126408088171984,16.6666666666667,-0.127087909709628,-0.127087909709628,0.0731707317073171
"RH347","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","% progressive","Motility","Sperm performance",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.075,3.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0425993045611867,17.7777777777778,0.0426251009846568,0.0426251009846568,0.0676691729323308
"RH348","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","% normal morphlology sperm","Morphology","Morphology",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0530190212936201,17.7777777777778,0.0530687843681789,0.0530687843681789,0.0676691729323308
"RH349","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 2","eosin-negrosin % viable","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,3.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.0248907646802938,17.7777777777778,-0.024895906951099,-0.024895906951099,0.0676691729323308
"RH35","H12","H12A","Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period","Abstinence",2019,"10.1074/mcp.RA117.000541","China","Infertile",32,"figure 3","Reactive oxygen species %","Oxidative stress","Intra-cellular",0.04,7,0.08,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.93,37.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35410196624968,3.11484269265721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,"",NA,NA,NA,NA,"SMD",-1,"Longitudinal","Prospective","",2,"Groups02",0.0304558496659177,22.2222222222222,0.0304652714402655,-0.0304652714402655,0.0520231213872832
"RH350","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","% progressive","Motility","Sperm performance",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0467468990165,2.86600767619349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.147016952252433,16.6666666666667,0.148090111527301,0.148090111527301,0.0731707317073171
"RH351","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","% normal morphlology sperm","Morphology","Morphology",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39427400463467,2.01395134002786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0866940556853925,16.6666666666667,0.0869122338529106,0.0869122338529106,0.0731707317073171
"RH352","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 2","eosin-negrosin % viable","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02092701004179,4.57012034852475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.206229254782815,16.6666666666667,0.209229884412868,0.209229884412868,0.0731707317073171
"RH353","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 3","propidium iodide test","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.775,4.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.260128138621833,17.7777777777778,-0.266245840594576,-0.266245840594576,0.0676691729323308
"RH354","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 3","propidium iodide test","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97626290210628,2.76272812029462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.162886678849583,16.6666666666667,-0.164350629064858,-0.164350629064858,0.0731707317073171
"RH355","H89","H89A","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",35.2,"table 3","propidium iodide test","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.3,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.0802677092374931,17.7777777777778,-0.0804407644644066,-0.0804407644644066,0.0676691729323308
"RH356","H89","H89B","Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study","Other",1999,"https://doi.org/10.1093/humrep/14.4.1028","Germany","Infertile",36.1,"table 3","propidium iodide test","Viability","Viability",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8471634572327,1.6008331164324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.0255690503615892,16.6666666666667,-0.0255746246950632,-0.0255746246950632,0.0731707317073171
"RH357","H90","H90A","Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre","Abstinence",2009,"10.5935/1518-0557.2010.13.2.06","Brazil","Infertile",NA,"abstract","% total motility","Motility","Sperm performance",1,5,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.51,53.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0719479865063,18.0953723365948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,66,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.274970459472152,36.6666666666667,0.28223294435121,0.28223294435121,0.0297029702970297
"RH358","H90","H90A","Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre","Abstinence",2009,"10.5935/1518-0557.2010.13.2.06","Brazil","Infertile",NA,"abstract","% normal morphlology sperm","Morphology","Morphology",1,5,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.57,24.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2827671373031,11.5121035436622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,2.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,66,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",0.0807690017782342,36.6666666666667,0.0809453282064545,0.0809453282064545,0.0297029702970297
"RH359","H90","H90A","Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre","Abstinence",2009,"10.5935/1518-0557.2010.13.2.06","Brazil","Infertile",NA,"abstract","% viable","Viability","Viability",1,5,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.83,57.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1187966866833,13.9592872310874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,66,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","",2,"Groups02",-0.0505515286557368,36.6666666666667,-0.0505946555538566,-0.0505946555538566,0.0297029702970297
"RH364","H94","H94A","Effect of daily ejaculation on semen quality and calcium and magnesium in semen","Other",2013,"https://doi.org/10.1016/j.androl.2013.03.001","India","Healthy",27.5,"table 1","% total motility","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.3,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392792202424786,0.545544725589981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,42,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","1st and 2nd ejaculate compared coz these have abstinence of 3-5 and 1 days respectively",2,"Groups02",0.260883014593419,23.3333333333333,0.267055674500026,0.267055674500026,0.0491803278688525
"RH365","H94","H94A","Effect of daily ejaculation on semen quality and calcium and magnesium in semen","Other",2013,"https://doi.org/10.1016/j.androl.2013.03.001","India","Healthy",27.5,"table 1","% progressive","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,51.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436435780471985,0.501901147542782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,42,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","1st and 2nd ejaculate compared coz these have abstinence of 3-5 and 1 days respectively",2,"Groups02",-0.5639110801276,23.3333333333333,-0.63854944906701,-0.63854944906701,0.0491803278688525
"RH366","H94","H94A","Effect of daily ejaculation on semen quality and calcium and magnesium in semen","Other",2013,"https://doi.org/10.1016/j.androl.2013.03.001","India","Healthy",27.5,"table 1","% total motility","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501901147542782,0.763762615825973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,42,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","10th and 11th ejaculate compared  coz these have abstinence of 1 and 3-5 days respectively",2,"Groups02",-0.882022347130642,23.3333333333333,-1.38480348507346,-1.38480348507346,0.0491803278688525
"RH367","H94","H94A","Effect of daily ejaculation on semen quality and calcium and magnesium in semen","Other",2013,"https://doi.org/10.1016/j.androl.2013.03.001","India","Healthy",27.5,"table 1","% progressive","Motility","Sperm performance",1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611010092660779,0.523722936566382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,42,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","10th and 11th ejaculate compared  coz these have abstinence of 1 and 3-5 days respectively",2,"Groups02",-0.943940330298086,23.3333333333333,-1.77302781820315,-1.77302781820315,0.0491803278688525
"RH377","H98","H98A","How often should infertile men have intercourse to achieve conception?","abstinence",1994,"10.1016/S0015-0282(16)56893-9","Israel","Healthy",NA,"table 1","% total motility","Motility","Sperm performance",1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.25,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.16,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747336216580472,0.451779520757686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,718,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper",2,"Groups02",0.400877123968587,398.888888888889,0.424693562093975,0.424693562093975,0.00252596126859388
"RH378","H98","H98B","How often should infertile men have intercourse to achieve conception?","abstinence",1994,"10.1016/S0015-0282(16)56893-9","Israel","Infertile",NA,"table 1","% total motility","Motility","Sperm performance",1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.51,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83444444444444,0.664444444444445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,162,NA,"",NA,NA,NA,NA,"SMD",1,"Longitudinal","Prospective","1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper",2,"Groups02",-0.557381488075035,90,-0.629026452247029,-0.629026452247029,0.0114942528735632
