Row,Paper,Cohort,Title,Aim,Year,DOI,Country,Condition,Male_age,Data_from,Trait_description,Trait,Broad_trait,Dura_min,Dura_max,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,sd_11,sd_12,sd_13,sd_14,sd_15,sd_16,sd_17,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,Nsamples_1,Nsamples_2,Nsamples_3,Nsamples_4,N_unique_males,N_total,N_test,Test_stat,Value,SE_beta,CI_low_OR,CI_high_OR,Calculation,Multiplier,Sampling,Study_type,Comments
RH31,H12,H12A,Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period,Abstinence,2019,10.1074/mcp.RA117.000541,China,Infertile,32,figure 3,% viable,Viability,Viability,0.04,7,0.08,5,,,,,,,,,,,,,,,,81.71,75.71,,,,,,,,,,,,,,,,11.624,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,1,Longitudinal,Prospective,
RH32,H12,H12A,Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period,Abstinence,2019,10.1074/mcp.RA117.000541,China,Infertile,32,figure 3,% normal morphlology sperm,Morphology,Morphology,0.04,7,0.08,5,,,,,,,,,,,,,,,,7.52,5.37,,,,,,,,,,,,,,,,5.14,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,1,Longitudinal,Prospective,
RH320,H81,H81A,Three hour abstinence as a treatment for high sperm DNA fragmentation: a prospective cohort study,Abstinence,2020,https://doi.org/10.1007/s10815-020-01999-w,Canada,Infertile,41.1,table 1,% DNA fragmented,DNA damage,Intra-cellular,0.125,3,0.125,3,,,,,,,,,,,,,,,,23.7,34.6,,,,,,,,,,,,,,,,19.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,,,,,,,,,,,,,,,,,,,,112,224,,,,,,,SMD,-1,Longitudinal,Prospective,
RH321,H81,H81A,Three hour abstinence as a treatment for high sperm DNA fragmentation: a prospective cohort study,Abstinence,2020,https://doi.org/10.1007/s10815-020-01999-w,Canada,Infertile,41.1,table 1,% progressive motility,Motility,Sperm performance,0.125,3,0.125,3,,,,,,,,,,,,,,,,60,57,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,,,,,,,,,,,,,,,,,,,,112,224,,,,,,,SMD,1,Longitudinal,Prospective,
RH322,H82,H82A,Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples,Abstinence,2021,https://doi.org/10.1111/andr.13020,Italy,Infertile,37,table 2,% total motility,Motility,Sperm performance,0.083,3,0.083,2.5,,,,,,,,,,,,,,,,15.49,8.2,,,,,,,,,,,,,,,,14.33,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,,,,,,,,,,,,,,,,,,,,64,128,,,,,,,SMD,1,Longitudinal,Prospective,
RH323,H82,H82A,Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples,Abstinence,2021,https://doi.org/10.1111/andr.13020,Italy,Infertile,37,table 2,% progressive,Motility,Sperm performance,0.083,3,0.083,2.5,,,,,,,,,,,,,,,,3.04,0.21,,,,,,,,,,,,,,,,3.28,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,,,,,,,,,,,,,,,,,,,,64,128,,,,,,,SMD,1,Longitudinal,Prospective,
RH324,H82,H82A,Two subsequent seminal productions: A good strategy to treat very severe oligoasthenoteratozoospermic infertile couples,Abstinence,2021,https://doi.org/10.1111/andr.13020,Italy,Infertile,37,table 2,% normal morphlology sperm,Morphology,Morphology,0.083,3,0.083,2.5,,,,,,,,,,,,,,,,8.5,6.38,,,,,,,,,,,,,,,,5.88,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,,,,,,,,,,,,,,,,,,,,64,128,,,,,,,SMD,1,Longitudinal,Prospective,reproductive outcomes not included coz IVF (thus sperm number not controlled for)
RH329,H86,H86A,Within-subject variation of seminal parameters in men with infertile marriages,Abstinence,2007,https://doi.org/10.1111/j.1365-2605.2006.00727.x,Italy,Infertile,,table 2,% forward motility,Motility,Sperm performance,1,7,1,4,,,,,,,,,,,,,,,,53.9,55.9,,,,,,,,,,,,,,,,20.4,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,,,,,,,,,,,,,,,,,,,,253,506,,,,,,,SMD,1,Longitudinal,Prospective,
RH33,H12,H12A,Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period,Abstinence,2019,10.1074/mcp.RA117.000541,China,Infertile,32,figure 3,Total antioxidant capacity (mM),Oxidative stress,Intra-cellular,0.04,7,0.08,5,,,,,,,,,,,,,,,,0.18,0.152,,,,,,,,,,,,,,,,0.056,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,1,Longitudinal,Prospective,
RH330,H86,H86A,Within-subject variation of seminal parameters in men with infertile marriages,Abstinence,2007,https://doi.org/10.1111/j.1365-2605.2006.00727.x,Italy,Infertile,,table 2,% rapid forward motility,Motility,Sperm performance,1,7,1,4,,,,,,,,,,,,,,,,35.2,38.9,,,,,,,,,,,,,,,,22.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,,,,,,,,,,,,,,,,,,,,253,506,,,,,,,SMD,1,Longitudinal,Prospective,
RH337,H88,H88A,Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study,Other,2016,10.21037/tau.2016.08.20,USA,Healthy,25,table 1,% motile,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,63,62,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,1,Longitudinal,Prospective,"daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used."
RH338,H88,H88A,Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study,Other,2016,10.21037/tau.2016.08.20,USA,Healthy,25,table 1,% normal morphlology sperm,Morphology,Morphology,1,5,1,4,,,,,,,,,,,,,,,,3.4,5.9,,,,,,,,,,,,,,,,2.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,1,Longitudinal,Prospective,"daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used."
RH339,H88,H88A,Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study,Other,2016,10.21037/tau.2016.08.20,USA,Healthy,25,table 1,% DNA fragmented,DNA damage,Intra-cellular,1,5,1,4,,,,,,,,,,,,,,,,14.7,14,,,,,,,,,,,,,,,,7.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,-1,Longitudinal,Prospective,"daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used."
RH34,H12,H12A,Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period,Abstinence,2019,10.1074/mcp.RA117.000541,China,Infertile,32,figure 3,DNA fragmentation % sperm,DNA damage,Intra-cellular,0.04,7,0.08,5,,,,,,,,,,,,,,,,14.87,18.72,,,,,,,,,,,,,,,,5.23,5.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,-1,Longitudinal,Prospective,
RH340,H88,H88A,Analysis of semen parameters during 2 weeks of daily ejaculation: a first in humans study,Other,2016,10.21037/tau.2016.08.20,USA,Healthy,25,table 1,oxidative stress adduct - amount of ROS (uM),Oxidative stress,Intra-cellular,1,5,1,4,,,,,,,,,,,,,,,,3.2,3.2,,,,,,,,,,,,,,,,0.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,-1,Longitudinal,Prospective,"daily ejaculation, so only data from 1st ejaculation with 3-5 days abstinence, and 3rd ejaculation (1 day abstinence) used."
RH341,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,% progressive,Motility,Sperm performance,2,7,2,7,,,,,,,,,,,,,,,,33.6,30.1,,,,,,,,,,,,,,,,15.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH342,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,% normal morphlology sperm,Morphology,Morphology,2,7,2,7,,,,,,,,,,,,,,,,14.7,12.7,,,,,,,,,,,,,,,,9.9,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH343,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,eosin-negrosin % viable,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,48.5,49.3,,,,,,,,,,,,,,,,16.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH344,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,% progressive,Motility,Sperm performance,2,7,2,7,,,,,,,,,,,,,,,,36.3,36.7,,,,,,,,,,,,,,,,9.6,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH345,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,% normal morphlology sperm,Morphology,Morphology,2,7,2,7,,,,,,,,,,,,,,,,11,12.9,,,,,,,,,,,,,,,,4.3,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH346,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,eosin-negrosin % viable,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,53.6,50.5,,,,,,,,,,,,,,,,12.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH347,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,% progressive,Motility,Sperm performance,2,7,2,7,,,,,,,,,,,,,,,,33.9,35.3,,,,,,,,,,,,,,,,16.3,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH348,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,% normal morphlology sperm,Morphology,Morphology,2,7,2,7,,,,,,,,,,,,,,,,13.3,14.4,,,,,,,,,,,,,,,,11.4,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH349,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 2,eosin-negrosin % viable,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,50.2,49.4,,,,,,,,,,,,,,,,16.2,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH35,H12,H12A,Characterization of the sperm proteome and reproductive outcomes with in vitro fertilization after a reduction in Male ejaculatory abstinence period,Abstinence,2019,10.1074/mcp.RA117.000541,China,Infertile,32,figure 3,Reactive oxygen species %,Oxidative stress,Intra-cellular,0.04,7,0.08,5,,,,,,,,,,,,,,,,36.93,37.83,,,,,,,,,,,,,,,,15,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,SMD,-1,Longitudinal,Prospective,
RH350,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,% progressive,Motility,Sperm performance,2,7,2,7,,,,,,,,,,,,,,,,34.1,37.6,,,,,,,,,,,,,,,,11.8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH351,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,% normal morphlology sperm,Morphology,Morphology,2,7,2,7,,,,,,,,,,,,,,,,12.2,13.4,,,,,,,,,,,,,,,,5.4,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH352,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 2,eosin-negrosin % viable,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,49.3,55.8,,,,,,,,,,,,,,,,11.7,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH353,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 3,propidium iodide test,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,69.9,61.1,,,,,,,,,,,,,,,,15.1,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH354,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 3,propidium iodide test,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,70.4,65.9,,,,,,,,,,,,,,,,15.4,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH355,H89,H89A,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,35.2,table 3,propidium iodide test,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,67.3,65.2,,,,,,,,,,,,,,,,13.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH356,H89,H89B,"Antioxidant treatment of patients with asthenozoospermia or moderate oligoasthenozoospermia with high-dose vitamin C and vitamin E: a randomized, placebo-controlled, double-blind study",Other,1999,https://doi.org/10.1093/humrep/14.4.1028,Germany,Infertile,36.1,table 3,propidium iodide test,Viability,Viability,2,7,2,7,,,,,,,,,,,,,,,,70.7,70.1,,,,,,,,,,,,,,,,14.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,15,30,,,,,,,SMD,1,Longitudinal,Prospective,
RH357,H90,H90A,Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre,Abstinence,2009,10.5935/1518-0557.2010.13.2.06,Brazil,Infertile,,abstract,% total motility,Motility,Sperm performance,1,5,2.5,5,,,,,,,,,,,,,,,,42.51,53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,3.15,,,,,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,33,66,,,,,,,SMD,1,Longitudinal,Prospective,
RH358,H90,H90A,Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre,Abstinence,2009,10.5935/1518-0557.2010.13.2.06,Brazil,Infertile,,abstract,% normal morphlology sperm,Morphology,Morphology,1,5,2.5,5,,,,,,,,,,,,,,,,22.57,24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,2.004,,,,,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,33,66,,,,,,,SMD,1,Longitudinal,Prospective,
RH359,H90,H90A,Comparison Between Length of Sexual Abstinence and Semen Parameters in Patients of an Assisted Reproduction Center and a Hospital from Porto Alegre,Abstinence,2009,10.5935/1518-0557.2010.13.2.06,Brazil,Infertile,,abstract,% viable,Viability,Viability,1,5,2.5,5,,,,,,,,,,,,,,,,58.83,57.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.43,,,,,,,,,,,,,,,,33,33,,,,,,,,,,,,,,,,,,,,33,66,,,,,,,SMD,1,Longitudinal,Prospective,
RH364,H94,H94A,Effect of daily ejaculation on semen quality and calcium and magnesium in semen,Other,2013,https://doi.org/10.1016/j.androl.2013.03.001,India,Healthy,27.5,table 1,% total motility,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,73.3,74.5,,,,,,,,,,,,,,,,1.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,1,Longitudinal,Prospective,1st and 2nd ejaculate compared coz these have abstinence of 3-5 and 1 days respectively
RH365,H94,H94A,Effect of daily ejaculation on semen quality and calcium and magnesium in semen,Other,2013,https://doi.org/10.1016/j.androl.2013.03.001,India,Healthy,27.5,table 1,% progressive,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,54.2,51.2,,,,,,,,,,,,,,,,2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,1,Longitudinal,Prospective,1st and 2nd ejaculate compared coz these have abstinence of 3-5 and 1 days respectively
RH366,H94,H94A,Effect of daily ejaculation on semen quality and calcium and magnesium in semen,Other,2013,https://doi.org/10.1016/j.androl.2013.03.001,India,Healthy,27.5,table 1,% total motility,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,87,75.7,,,,,,,,,,,,,,,,2.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,1,Longitudinal,Prospective,10th and 11th ejaculate compared  coz these have abstinence of 1 and 3-5 days respectively
RH367,H94,H94A,Effect of daily ejaculation on semen quality and calcium and magnesium in semen,Other,2013,https://doi.org/10.1016/j.androl.2013.03.001,India,Healthy,27.5,table 1,% progressive,Motility,Sperm performance,1,5,1,4,,,,,,,,,,,,,,,,71.4,56.2,,,,,,,,,,,,,,,,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,1,Longitudinal,Prospective,10th and 11th ejaculate compared  coz these have abstinence of 1 and 3-5 days respectively
RH377,H98,H98A,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Healthy,,table 1,% total motility,Motility,Sperm performance,1,3,1,3,,,,,,,,,,,,,,,,51.25,61.5,,,,,,,,,,,,,,,,14.16,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,359,,,,,,,,,,,,,,,,,,,,359,718,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH378,H98,H98B,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Infertile,,table 1,% total motility,Motility,Sperm performance,1,3,1,3,,,,,,,,,,,,,,,,43,26.25,,,,,,,,,,,,,,,,16.51,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,,,,,,,,,,,,,,,,,,,,81,162,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH379,H98,H98C,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Infertile,,table 1,% total motility,Motility,Sperm performance,0.167,3,0.167,3,,,,,,,,,,,,,,,,46.75,55,,,,,,,,,,,,,,,,16.77,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,,,,,,,,,,,,,,,,,,,,27,54,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH38,H13,H13A,"Comparison of sperm parameters, in vitro fertilization results, and subsequent pregnancy rates using sequential ejaculates, collected two hours apart, from oligoasthenozoospermic men",Abstinence,1995,10.1016/S0015-0282(16)57920-5,Israel,Infertile,35.4,table 2,% motile,Motility,Sperm performance,0.083,3,0.083,3,,,,,,,,,,,,,,,,31.9,15.6,,,,,,,,,,,,,,,,20.7,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,,,,,,,,,,,39,78,,,,,,,SMD,1,Longitudinal,Prospective,
RH380,H98,H98D,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Infertile,,table 1,% total motility,Motility,Sperm performance,1,3,1,3,,,,,,,,,,,,,,,,44.5,57.5,,,,,,,,,,,,,,,,17.71,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,,,,,,,,,,,,,,,,,,,,45,90,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH381,H98,H98E,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Infertile,,table 1,% total motility,Motility,Sperm performance,0.167,3,0.167,3,,,,,,,,,,,,,,,,42.25,20.5,,,,,,,,,,,,,,,,18.9,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,,,,,,,,,,,,,,,,,,,,23,46,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH382,H98,H98F,How often should infertile men have intercourse to achieve conception?,abstinence,1994,10.1016/S0015-0282(16)56893-9,Israel,Infertile,,table 1,% total motility,Motility,Sperm performance,1,3,1,3,,,,,,,,,,,,,,,,36.5,24,,,,,,,,,,,,,,,,16.15,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,,,,,,,,,,,,,,,,,,,,41,82,,,,,,,SMD,1,Longitudinal,Prospective,"1st ejaculate is after 3 days, 2nd ejaculate is after either 24 hrs or 4 hrs. medians and max/min converted to SD using wang paper"
RH39,H13,H13A,"Comparison of sperm parameters, in vitro fertilization results, and subsequent pregnancy rates using sequential ejaculates, collected two hours apart, from oligoasthenozoospermic men",Abstinence,1995,10.1016/S0015-0282(16)57920-5,Israel,Infertile,35.4,table 2,% normal morphlology sperm,Morphology,Morphology,0.083,3,0.083,3,,,,,,,,,,,,,,,,70,66.3,,,,,,,,,,,,,,,,17.7,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,,,,,,,,,,,39,78,,,,,,,SMD,1,Longitudinal,Prospective,
RH40,H13,H13A,"Comparison of sperm parameters, in vitro fertilization results, and subsequent pregnancy rates using sequential ejaculates, collected two hours apart, from oligoasthenozoospermic men",Abstinence,1995,10.1016/S0015-0282(16)57920-5,Israel,Infertile,35.4,table 2,% embryos fertilised after controlling for sperm number,Fertilization rate,Fertilisation and post-fertilisation,0.083,3,0.083,3,,,,,,,,,,,,,,,,29.6,18.3,,,,,,,,,,,,,,,,29.7,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,,,,,,,,,,,,,,,,,,,,39,78,,,,,,,SMD,1,Longitudinal,Prospective,Sperm number is controlled for. 100000 sperm used.
